C1,C2,stat,p_value,cutoff,significant
2,3,B2,2.0246163236268606e-47,7.716049382716049e-5,TRUE
1,3,maxWidth,3.267406558795311e-43,7.716049382716049e-5,TRUE
1,3,B2,6.309420363723931e-38,7.716049382716049e-5,TRUE
1,3,skewness,6.721781762268706e-33,7.716049382716049e-5,TRUE
1,3,B1,1.2455217959089917e-31,7.716049382716049e-5,TRUE
1,3,cherries,1.718600721114506e-30,7.716049382716049e-5,TRUE
1,7,cherries,3.645718469911534e-29,7.716049382716049e-5,TRUE
3,4,B2,5.481609775029719e-29,7.716049382716049e-5,TRUE
2,3,skewness,2.111540572938873e-28,7.716049382716049e-5,TRUE
1,3,pitchforks,1.5251291492043233e-27,7.716049382716049e-5,TRUE
1,7,B1,1.6124862800634823e-27,7.716049382716049e-5,TRUE
1,3,stairs2,3.211867785530434e-26,7.716049382716049e-5,TRUE
1,3,DelW,2.6384601294879172e-24,7.716049382716049e-5,TRUE
2,3,maxWidth,1.238435071625302e-22,7.716049382716049e-5,TRUE
3,6,B2,2.849393714762245e-22,7.716049382716049e-5,TRUE
1,3,kurtosis,9.223398592867586e-22,7.716049382716049e-5,TRUE
1,7,pitchforks,4.6398465212938506e-21,7.716049382716049e-5,TRUE
1,2,cherries,6.22990755396186e-21,7.716049382716049e-5,TRUE
1,7,maxWidth,1.1261537080870347e-20,7.716049382716049e-5,TRUE
0,2,B2,4.2827430936869365e-20,7.716049382716049e-5,TRUE
1,2,B1,1.0476550963743565e-19,7.716049382716049e-5,TRUE
3,7,B2,1.2528501389554733e-19,7.716049382716049e-5,TRUE
1,4,cherries,5.420502955854872e-19,7.716049382716049e-5,TRUE
3,4,skewness,6.536403541909001e-19,7.716049382716049e-5,TRUE
1,3,betweenness,1.4878783112315593e-18,7.716049382716049e-5,TRUE
1,4,B1,2.194051216814336e-18,7.716049382716049e-5,TRUE
1,3,treeSize,5.453180817447264e-18,7.716049382716049e-5,TRUE
2,3,kurtosis,5.755310711894456e-18,7.716049382716049e-5,TRUE
0,1,B2,1.6294262819778627e-17,7.716049382716049e-5,TRUE
1,7,treeSize,1.4084677572652874e-16,7.716049382716049e-5,TRUE
1,7,betweenness,1.6975741930797236e-16,7.716049382716049e-5,TRUE
0,4,B2,5.074400869817958e-16,7.716049382716049e-5,TRUE
0,1,maxWidth,2.180524147891764e-15,7.716049382716049e-5,TRUE
3,4,maxHeight,3.3857497205433377e-15,7.716049382716049e-5,TRUE
1,4,betweenness,6.841678057767917e-15,7.716049382716049e-5,TRUE
2,3,maxHeight,8.406076561706212e-15,7.716049382716049e-5,TRUE
1,4,pitchforks,1.2631606579960188e-14,7.716049382716049e-5,TRUE
3,4,kurtosis,1.2926414398752022e-14,7.716049382716049e-5,TRUE
3,4,colless,1.4976819555770738e-14,7.716049382716049e-5,TRUE
0,3,skewness,1.5620198527450027e-14,7.716049382716049e-5,TRUE
1,4,treeSize,1.8797216682864242e-14,7.716049382716049e-5,TRUE
3,6,skewness,3.903736155469684e-14,7.716049382716049e-5,TRUE
1,2,pitchforks,5.4578712201340613e-14,7.716049382716049e-5,TRUE
1,7,DelW,6.907786211657398e-14,7.716049382716049e-5,TRUE
1,3,stairs1,1.016624758198076e-13,7.716049382716049e-5,TRUE
1,4,sackin,1.9405276580036635e-13,7.716049382716049e-5,TRUE
0,6,B2,3.193987304050239e-13,7.716049382716049e-5,TRUE
1,2,betweenness,4.0801453318992305e-13,7.716049382716049e-5,TRUE
1,2,treeSize,7.040584413515933e-13,7.716049382716049e-5,TRUE
2,3,stairs2,1.0130188343920831e-12,7.716049382716049e-5,TRUE
2,3,DelW,1.4991540225543275e-12,7.716049382716049e-5,TRUE
0,1,cherries,7.636458483472905e-12,7.716049382716049e-5,TRUE
1,3,maxHeight,8.020479060763824e-12,7.716049382716049e-5,TRUE
0,1,B1,2.0849099045112703e-11,7.716049382716049e-5,TRUE
0,3,kurtosis,3.8372068335299655e-11,7.716049382716049e-5,TRUE
3,6,kurtosis,1.2367609963959364e-10,7.716049382716049e-5,TRUE
1,4,colless,2.5062258467145523e-10,7.716049382716049e-5,TRUE
0,1,stairs2,2.594213506442562e-10,7.716049382716049e-5,TRUE
2,3,colless,3.4694541546917945e-10,7.716049382716049e-5,TRUE
1,6,cherries,6.094761342306095e-10,7.716049382716049e-5,TRUE
3,4,maxWidth,1.297080965382589e-9,7.716049382716049e-5,TRUE
0,1,pitchforks,1.322027765051472e-9,7.716049382716049e-5,TRUE
1,7,closeness,1.3949955250338905e-9,7.716049382716049e-5,TRUE
1,5,cherries,1.5288197078180153e-9,7.716049382716049e-5,TRUE
0,4,colless,2.4885901076351376e-9,7.716049382716049e-5,TRUE
1,7,skewness,3.4802819980898875e-9,7.716049382716049e-5,TRUE
1,6,B1,5.08029717527437e-9,7.716049382716049e-5,TRUE
0,1,DelW,6.544849529397383e-9,7.716049382716049e-5,TRUE
1,2,sackin,6.75414993805054e-9,7.716049382716049e-5,TRUE
1,7,stairs1,7.005565999370439e-9,7.716049382716049e-5,TRUE
1,2,maxWidth,9.767676144336712e-9,7.716049382716049e-5,TRUE
3,4,sackin,9.915260631608851e-9,7.716049382716049e-5,TRUE
1,4,I2,1.4122320655209487e-8,7.716049382716049e-5,TRUE
1,3,closeness,1.5350828132224273e-8,7.716049382716049e-5,TRUE
1,7,stairs2,1.6488161409159047e-8,7.716049382716049e-5,TRUE
3,6,maxHeight,2.6512733312702814e-8,7.716049382716049e-5,TRUE
1,4,closeness,2.881141074081655e-8,7.716049382716049e-5,TRUE
0,7,B2,5.559119865139848e-8,7.716049382716049e-5,TRUE
3,4,stairs2,7.807660172931416e-8,7.716049382716049e-5,TRUE
1,5,B1,1.1153232814137832e-7,7.716049382716049e-5,TRUE
3,4,DelW,1.3810101569817522e-7,7.716049382716049e-5,TRUE
3,6,maxWidth,1.8343500400109467e-7,7.716049382716049e-5,TRUE
1,2,closeness,1.9267584506334863e-7,7.716049382716049e-5,TRUE
2,7,maxWidth,2.0083975434088243e-7,7.716049382716049e-5,TRUE
2,7,skewness,2.108688875873678e-7,7.716049382716049e-5,TRUE
1,4,maxWidth,2.9980483812739815e-7,7.716049382716049e-5,TRUE
1,6,pitchforks,6.956524567280415e-7,7.716049382716049e-5,TRUE
3,6,colless,8.631645390621706e-7,7.716049382716049e-5,TRUE
7,8,closeness,1.0270519885868149e-6,7.716049382716049e-5,TRUE
0,1,treeSize,1.1388358274395718e-6,7.716049382716049e-5,TRUE
0,4,sackin,1.1608035179161088e-6,7.716049382716049e-5,TRUE
0,1,betweenness,1.3609670325398226e-6,7.716049382716049e-5,TRUE
3,5,B2,1.5601068305380115e-6,7.716049382716049e-5,TRUE
1,7,I2,1.674290663769296e-6,7.716049382716049e-5,TRUE
1,5,maxWidth,1.7122316907435366e-6,7.716049382716049e-5,TRUE
0,4,maxHeight,1.7444301560483301e-06,7.716049382716049e-5,TRUE
3,6,stairs2,2.0450639555118022e-06,7.716049382716049e-5,TRUE
0,1,stairs1,2.7045187956297912e-6,7.716049382716049e-5,TRUE
1,7,kurtosis,2.826771613341035e-6,7.716049382716049e-5,TRUE
3,7,maxHeight,3.5475532786700414e-6,7.716049382716049e-5,TRUE
1,6,treeSize,4.494068725413745e-6,7.716049382716049e-5,TRUE
1,2,DelW,6.647046213470209e-6,7.716049382716049e-5,TRUE
1,2,stairs1,7.287377788099365e-6,7.716049382716049e-5,TRUE
4,8,closeness,7.512896896634272e-6,7.716049382716049e-5,TRUE
0,2,colless,8.16797377021121e-6,7.716049382716049e-5,TRUE
1,6,betweenness,8.275122058421604e-6,7.716049382716049e-5,TRUE
1,7,sackin,1.2135834130253552e-5,7.716049382716049e-5,TRUE
2,7,B2,1.2662749489057287e-5,7.716049382716049e-5,TRUE
4,7,skewness,1.4036651120292444e-5,7.716049382716049e-5,TRUE
2,7,cherries,1.4694924868560215e-5,7.716049382716049e-5,TRUE
1,2,colless,1.6616243637032124e-5,7.716049382716049e-5,TRUE
1,2,I2,1.7985982426118645e-5,7.716049382716049e-5,TRUE
2,7,B1,1.822572748027398e-5,7.716049382716049e-5,TRUE
0,2,maxHeight,2.117035665163063e-5,7.716049382716049e-5,TRUE
3,6,DelW,2.215811418361959e-5,7.716049382716049e-5,TRUE
2,5,B2,2.3399749178551967e-5,7.716049382716049e-5,TRUE
3,7,colless,2.4773070045822717e-5,7.716049382716049e-5,TRUE
2,7,DelW,3.236118836253986e-5,7.716049382716049e-5,TRUE
4,5,B2,3.325611330851337e-5,7.716049382716049e-5,TRUE
7,8,B1,4.1455201355408274e-5,7.716049382716049e-5,TRUE
2,3,sackin,5.1087674808729295e-5,7.716049382716049e-5,TRUE
7,8,cherries,5.495323226951507e-5,7.716049382716049e-5,TRUE
1,5,B2,6.652720302819531e-5,7.716049382716049e-5,TRUE
0,7,cherries,6.984293771299868e-5,7.716049382716049e-5,TRUE
1,4,ILnumber,7.088618682053492e-5,7.716049382716049e-5,TRUE
3,5,skewness,7.385859415868926e-5,7.716049382716049e-5,TRUE
1,5,DelW,7.69134032406619e-5,7.716049382716049e-5,TRUE
3,8,closeness,8.424865842159301e-5,7.716049382716049e-5,FALSE
6,7,skewness,8.513772067505405e-5,7.716049382716049e-5,FALSE
1,3,I2,9.416567363341808e-5,7.716049382716049e-5,FALSE
0,3,maxWidth,1.0325028231380404e-4,7.716049382716049e-5,FALSE
3,7,skewness,1.1004477779548295e-4,7.716049382716049e-5,FALSE
3,8,B2,1.1326962354127005e-4,7.716049382716049e-5,FALSE
2,7,kurtosis,1.2695977189790508e-4,7.716049382716049e-5,FALSE
0,2,maxWidth,1.4226418936952908e-4,7.716049382716049e-5,FALSE
5,6,B2,1.4804743152475698e-4,7.716049382716049e-5,FALSE
1,2,stairs2,1.524839407806601e-4,7.716049382716049e-5,FALSE
1,5,pitchforks,1.5731143578283588e-4,7.716049382716049e-5,FALSE
4,7,B2,1.6135479423881594e-4,7.716049382716049e-5,FALSE
2,3,pitchforks,1.7887679585209076e-4,7.716049382716049e-5,FALSE
0,7,B1,1.821961917620837e-4,7.716049382716049e-5,FALSE
7,8,treeSize,1.8224666910516312e-4,7.716049382716049e-5,FALSE
1,6,sackin,1.8393009263239214e-4,7.716049382716049e-5,FALSE
3,8,skewness,1.9119979021017138e-4,7.716049382716049e-5,FALSE
1,6,maxWidth,1.9277116034732738e-4,7.716049382716049e-5,FALSE
1,7,B2,2.1096556598015133e-4,7.716049382716049e-5,FALSE
3,8,B1,2.111985167076682e-4,7.716049382716049e-5,FALSE
2,7,pitchforks,2.1446855410991235e-4,7.716049382716049e-5,FALSE
0,1,skewness,2.546965050690836e-4,7.716049382716049e-5,FALSE
2,8,closeness,2.862056082776909e-4,7.716049382716049e-5,FALSE
3,5,kurtosis,2.9394478891483285e-4,7.716049382716049e-5,FALSE
0,1,closeness,3.4086239269521455e-4,7.716049382716049e-5,FALSE
1,3,colless,3.455444316333435e-4,7.716049382716049e-5,FALSE
3,7,sackin,3.5354649682612624e-4,7.716049382716049e-5,FALSE
4,8,B1,3.5457568692283755e-4,7.716049382716049e-5,FALSE
4,7,kurtosis,3.6410107102953623e-4,7.716049382716049e-5,FALSE
7,8,pitchforks,3.9462418158621996e-4,7.716049382716049e-5,FALSE
3,8,cherries,4.091136594884149e-4,7.716049382716049e-5,FALSE
4,8,cherries,4.127539177653821e-4,7.716049382716049e-5,FALSE
1,4,DelW,4.597191284114108e-4,7.716049382716049e-5,FALSE
1,5,treeSize,4.7884246911694797e-4,7.716049382716049e-5,FALSE
0,6,colless,4.829581964803777e-4,7.716049382716049e-5,FALSE
3,8,kurtosis,5.542200376960566e-4,7.716049382716049e-5,FALSE
4,8,treeSize,5.707623082157598e-4,7.716049382716049e-5,FALSE
4,7,DelW,6.026440190091565e-4,7.716049382716049e-5,FALSE
1,5,betweenness,6.239985548178775e-4,7.716049382716049e-5,FALSE
0,2,stairs2,6.519031662192446e-4,7.716049382716049e-5,FALSE
3,8,pitchforks,6.721900932821491e-4,7.716049382716049e-5,FALSE
3,7,kurtosis,6.779072189940707e-4,7.716049382716049e-5,FALSE
5,8,cherries,7.049321561071436e-4,7.716049382716049e-5,FALSE
0,8,B2,7.939850002798229e-4,7.716049382716049e-5,FALSE
4,7,maxWidth,8.076703628077688e-4,7.716049382716049e-5,FALSE
7,8,betweenness,8.892464401874427e-4,7.716049382716049e-5,FALSE
2,3,B1,8.917389238364215e-4,7.716049382716049e-5,FALSE
0,1,kurtosis,9.925158522677481e-4,7.716049382716049e-5,FALSE
3,8,maxWidth,0.0010148352304868542,7.716049382716049e-5,FALSE
1,6,closeness,0.0011248585439099562,7.716049382716049e-5,FALSE
0,8,closeness,0.0012220474057510922,7.716049382716049e-5,FALSE
1,4,stairs1,0.0012774967792248994,7.716049382716049e-5,FALSE
6,7,maxWidth,0.0013127382119854025,7.716049382716049e-5,FALSE
0,2,sackin,0.0013512939539646782,7.716049382716049e-5,FALSE
6,8,closeness,0.0013581904709255466,7.716049382716049e-5,FALSE
5,8,B1,0.0013852946837731998,7.716049382716049e-5,FALSE
6,7,B2,0.0014624604195785343,7.716049382716049e-5,FALSE
1,5,stairs2,0.0014647350137398938,7.716049382716049e-5,FALSE
4,8,pitchforks,0.0014684049919265426,7.716049382716049e-5,FALSE
0,1,maxHeight,0.0014853653304256424,7.716049382716049e-5,FALSE
3,8,treeSize,0.0015713674808716582,7.716049382716049e-5,FALSE
0,7,treeSize,0.001628063826624959,7.716049382716049e-5,FALSE
1,7,ILnumber,0.0017768299141408582,7.716049382716049e-5,FALSE
2,3,stairs1,0.00181140466303325,7.716049382716049e-5,FALSE
4,8,betweenness,0.0018200748844426388,7.716049382716049e-5,FALSE
6,7,B1,0.002211422022655285,7.716049382716049e-5,FALSE
0,7,betweenness,0.002280809509304961,7.716049382716049e-5,FALSE
2,7,treeSize,0.0023131694813678287,7.716049382716049e-5,FALSE
3,8,stairs2,0.002349208334452889,7.716049382716049e-5,FALSE
6,7,cherries,0.0023601401095138417,7.716049382716049e-5,FALSE
3,6,sackin,0.0024031965477841516,7.716049382716049e-5,FALSE
0,4,I2,0.0025346873890983736,7.716049382716049e-5,FALSE
6,7,DelW,0.002600423538788048,7.716049382716049e-5,FALSE
1,6,stairs1,0.00283632114734383,7.716049382716049e-5,FALSE
0,7,sackin,0.002863997480479762,7.716049382716049e-5,FALSE
0,7,pitchforks,0.003041567137688402,7.716049382716049e-5,FALSE
0,6,maxHeight,0.0031833375404851628,7.716049382716049e-5,FALSE
3,7,stairs2,0.003224625410748409,7.716049382716049e-5,FALSE
3,7,maxWidth,0.003355197688472317,7.716049382716049e-5,FALSE
3,8,betweenness,0.0037403318732295667,7.716049382716049e-5,FALSE
0,7,skewness,0.003766814111862159,7.716049382716049e-5,FALSE
2,7,stairs2,0.003972281931195109,7.716049382716049e-5,FALSE
6,7,kurtosis,0.004024602269537975,7.716049382716049e-5,FALSE
2,8,cherries,0.004072262533645683,7.716049382716049e-5,FALSE
4,8,sackin,0.004144638243611943,7.716049382716049e-5,FALSE
2,8,B1,0.004215623742072065,7.716049382716049e-5,FALSE
0,3,maxHeight,0.00423675320417572,7.716049382716049e-5,FALSE
1,4,stairs2,0.00434140693060189,7.716049382716049e-5,FALSE
0,3,B2,0.004565841239037859,7.716049382716049e-5,FALSE
6,7,pitchforks,0.0048135924972999376,7.716049382716049e-5,FALSE
6,8,cherries,0.004833688423130678,7.716049382716049e-5,FALSE
0,7,colless,0.005012132590867666,7.716049382716049e-5,FALSE
1,6,I2,0.005027816572610933,7.716049382716049e-5,FALSE
0,3,B1,0.005113145588649942,7.716049382716049e-5,FALSE
1,5,stairs1,0.005125843889699638,7.716049382716049e-5,FALSE
2,7,betweenness,0.005149444875397837,7.716049382716049e-5,FALSE
0,3,pitchforks,0.005358689965402319,7.716049382716049e-5,FALSE
0,5,B2,0.00545562085870523,7.716049382716049e-5,FALSE
3,8,maxHeight,0.005787789425856417,7.716049382716049e-5,FALSE
6,8,B1,0.0058090503456816826,7.716049382716049e-5,FALSE
0,3,stairs2,0.005955845127273513,7.716049382716049e-5,FALSE
7,8,maxWidth,0.005967117058637679,7.716049382716049e-5,FALSE
1,5,skewness,0.006029888111447406,7.716049382716049e-5,FALSE
1,6,colless,0.006118248856645094,7.716049382716049e-5,FALSE
2,3,cherries,0.006219329787140254,7.716049382716049e-5,FALSE
0,8,B1,0.006763856869615161,7.716049382716049e-5,FALSE
0,4,stairs2,0.006932954057060092,7.716049382716049e-5,FALSE
1,4,maxHeight,0.007472839421370261,7.716049382716049e-5,FALSE
0,2,skewness,0.007567855763080369,7.716049382716049e-5,FALSE
1,6,stairs2,0.007836411383826446,7.716049382716049e-5,FALSE
1,5,kurtosis,0.007854151897795475,7.716049382716049e-5,FALSE
0,8,cherries,0.007864543325960748,7.716049382716049e-5,FALSE
4,8,I2,0.008011481466254916,7.716049382716049e-5,FALSE
3,8,colless,0.008427753952016167,7.716049382716049e-5,FALSE
1,3,ILnumber,0.00858774180626255,7.716049382716049e-5,FALSE
2,8,treeSize,0.008756987314795026,7.716049382716049e-5,FALSE
3,6,pitchforks,0.009078195100697923,7.716049382716049e-5,FALSE
2,7,closeness,0.00933739592974487,7.716049382716049e-5,FALSE
0,2,DelW,0.009408900062769612,7.716049382716049e-5,FALSE
5,8,pitchforks,0.009502715074109127,7.716049382716049e-5,FALSE
0,3,cherries,0.0099886022491675,7.716049382716049e-5,FALSE
0,3,DelW,0.010658718484044857,7.716049382716049e-5,FALSE
0,4,betweenness,0.010953955783667601,7.716049382716049e-5,FALSE
5,8,closeness,0.01159082574802289,7.716049382716049e-5,FALSE
2,4,sackin,0.012114243326120605,7.716049382716049e-5,FALSE
0,8,pitchforks,0.01222223314607898,7.716049382716049e-5,FALSE
0,7,I2,0.012614113377084122,7.716049382716049e-5,FALSE
1,2,ILnumber,0.012713047977800753,7.716049382716049e-5,FALSE
2,8,pitchforks,0.012826743314941118,7.716049382716049e-5,FALSE
0,8,maxWidth,0.012906606148794375,7.716049382716049e-5,FALSE
3,8,DelW,0.013160060004586275,7.716049382716049e-5,FALSE
0,4,treeSize,0.013168413983213811,7.716049382716049e-5,FALSE
0,7,closeness,0.013447005204709213,7.716049382716049e-5,FALSE
0,6,sackin,0.013493044112134308,7.716049382716049e-5,FALSE
5,8,B2,0.013585999787914206,7.716049382716049e-5,FALSE
6,8,treeSize,0.014324610555560188,7.716049382716049e-5,FALSE
7,8,I2,0.014959585558515195,7.716049382716049e-5,FALSE
3,4,stairs1,0.0153448509825998,7.716049382716049e-5,FALSE
4,7,colless,0.015560007245097457,7.716049382716049e-5,FALSE
2,4,colless,0.015568281529432302,7.716049382716049e-5,FALSE
5,8,maxWidth,0.016254469008980716,7.716049382716049e-5,FALSE
3,4,I2,0.016275882817220172,7.716049382716049e-5,FALSE
2,8,betweenness,0.01628449185985249,7.716049382716049e-5,FALSE
5,8,treeSize,0.016359400198359575,7.716049382716049e-5,FALSE
0,6,stairs2,0.016539641195244485,7.716049382716049e-5,FALSE
0,6,maxWidth,0.016903807709113566,7.716049382716049e-5,FALSE
2,5,maxWidth,0.017489962497522694,7.716049382716049e-5,FALSE
3,5,maxWidth,0.01780322461491539,7.716049382716049e-5,FALSE
6,8,pitchforks,0.01787555500639447,7.716049382716049e-5,FALSE
1,6,DelW,0.017959309606657356,7.716049382716049e-5,FALSE
4,5,colless,0.01815145199599422,7.716049382716049e-5,FALSE
2,7,stairs1,0.018331986335871575,7.716049382716049e-5,FALSE
3,6,stairs1,0.019898199719121993,7.716049382716049e-5,FALSE
0,7,kurtosis,0.020007719532587488,7.716049382716049e-5,FALSE
0,4,maxWidth,0.020046608269804842,7.716049382716049e-5,FALSE
4,5,maxHeight,0.020609083038810778,7.716049382716049e-5,FALSE
4,7,stairs2,0.020705511100267884,7.716049382716049e-5,FALSE
6,7,treeSize,0.02198283074297394,7.716049382716049e-5,FALSE
4,7,maxHeight,0.022249816084644644,7.716049382716049e-5,FALSE
2,5,skewness,0.02231267344473839,7.716049382716049e-5,FALSE
0,4,DelW,0.022650848757170335,7.716049382716049e-5,FALSE
3,5,maxHeight,0.022740190384708297,7.716049382716049e-5,FALSE
6,7,betweenness,0.022995223983854004,7.716049382716049e-5,FALSE
3,5,colless,0.023205354795711414,7.716049382716049e-5,FALSE
0,4,ILnumber,0.023604745043084747,7.716049382716049e-5,FALSE
1,5,closeness,0.023766478691811185,7.716049382716049e-5,FALSE
2,4,treeSize,0.024067573213313154,7.716049382716049e-5,FALSE
7,8,skewness,0.025567598835111876,7.716049382716049e-5,FALSE
0,4,cherries,0.02562514267201,7.716049382716049e-5,FALSE
0,8,treeSize,0.025665334189338522,7.716049382716049e-5,FALSE
2,4,pitchforks,0.025848658777831615,7.716049382716049e-5,FALSE
2,4,B1,0.02604599139243751,7.716049382716049e-5,FALSE
5,8,betweenness,0.027947323858901637,7.716049382716049e-5,FALSE
2,4,betweenness,0.028493621281076947,7.716049382716049e-5,FALSE
2,4,cherries,0.029227527834232585,7.716049382716049e-5,FALSE
0,6,DelW,0.029499006549590766,7.716049382716049e-5,FALSE
0,3,betweenness,0.030997071335742216,7.716049382716049e-5,FALSE
7,8,DelW,0.03100993994501583,7.716049382716049e-5,FALSE
6,8,betweenness,0.03108929421673806,7.716049382716049e-5,FALSE
3,6,B1,0.031549801536228654,7.716049382716049e-5,FALSE
2,4,I2,0.03298872829295624,7.716049382716049e-5,FALSE
0,8,stairs2,0.03492321092870781,7.716049382716049e-5,FALSE
2,5,DelW,0.03576510223860402,7.716049382716049e-5,FALSE
5,6,DelW,0.03618786803360187,7.716049382716049e-5,FALSE
0,4,B1,0.038078394234902044,7.716049382716049e-5,FALSE
5,8,DelW,0.0390309690141887,7.716049382716049e-5,FALSE
6,7,stairs2,0.03983383822078426,7.716049382716049e-5,FALSE
2,5,kurtosis,0.041477500344195214,7.716049382716049e-5,FALSE
4,5,DelW,0.041583919631438475,7.716049382716049e-5,FALSE
3,7,closeness,0.042995311294434964,7.716049382716049e-5,FALSE
3,7,cherries,0.04362767774147058,7.716049382716049e-5,FALSE
0,7,maxHeight,0.04403699005817534,7.716049382716049e-5,FALSE
